TestDate,Time,Antenna1 GetTxPower,Antenna1 GetCenterFrequency,,
2015-02-02,14:27:20,16.789036,24.060499,
2015-02-02,14:27:39,16.143106,24.060321,
2015-02-02,14:27:55,15.084851,24.060561,
2015-02-02,14:28:05,16.687231,24.060560,
2015-02-02,14:28:18,16.730833,24.060253,
2015-02-02,14:28:29,16.767700,24.060614,
2015-02-02,14:28:40,14.740767,24.060497,
2015-02-02,14:28:50,15.682160,24.060499,
2015-02-02,14:29:00,15.692933,24.060351,
2015-02-02,14:29:10,15.743801,24.060637,
2015-02-02,14:29:38,16.775234,24.060559,
2015-02-02,14:29:49,16.181009,24.060632,
2015-02-02,14:30:00,15.027987,24.060509,
2015-02-02,14:30:10,16.678440,24.060494,
2015-02-02,14:30:21,16.714203,24.060495,
2015-02-02,14:30:32,16.748032,24.060632,
2015-02-02,14:30:43,14.753968,24.060575,
2015-02-02,14:30:53,15.634078,24.060569,
2015-02-02,14:31:03,15.663808,24.060351,
2015-02-02,14:31:14,15.758646,24.060635,
2015-02-02,14:31:43,16.763117,24.060494,
2015-02-02,14:31:57,16.128784,24.060416,
2015-02-02,14:32:09,15.044828,24.060542,
2015-02-02,14:32:19,16.659363,24.060898,
2015-02-02,14:32:31,16.675692,24.060335,
2015-02-02,14:32:43,16.748404,24.060486,
2015-02-02,14:32:55,14.721969,24.060565,
2015-02-02,14:33:05,15.669808,24.060367,
2015-02-02,14:33:15,15.607592,24.060370,
2015-02-02,14:33:26,15.744614,24.060745,
2015-02-02,14:34:02,17.592152,24.060456,
2015-02-02,14:34:14,16.157423,24.142184,
2015-02-02,14:34:26,15.047947,24.060556,
2015-02-02,14:34:37,16.648478,24.060331,
2015-02-02,14:34:48,16.668131,24.060429,
2015-02-02,14:35:04,16.740839,24.060618,
2015-02-02,14:35:15,14.726902,24.060322,
2015-02-02,14:35:26,15.691137,24.060576,
2015-02-02,14:35:36,15.635140,24.060353,
2015-02-02,14:35:46,15.755866,24.060645,
2015-02-02,14:36:34,16.755882,24.060604,
2015-02-02,14:36:45,16.111919,24.060418,
2015-02-02,14:36:56,15.045410,24.060570,
2015-02-02,14:37:07,16.644432,24.060573,
2015-02-02,14:37:17,16.691034,24.060425,
2015-02-02,14:37:35,17.673637,24.060599,
2015-02-02,14:37:45,14.753049,24.142173,
2015-02-02,14:38:04,15.683450,24.060473,
2015-02-02,14:38:14,15.612284,24.060504,
2015-02-02,14:38:25,15.752881,24.060849,
2015-02-02,14:38:56,16.772518,24.060553,
2015-02-02,14:39:08,16.151047,24.060654,
2015-02-02,14:39:19,15.082446,24.060503,
2015-02-02,14:39:30,16.653116,24.060753,
2015-02-02,14:39:41,16.714605,24.060283,
2015-02-02,14:39:52,16.741024,24.060563,
2015-02-02,14:40:04,14.723260,24.060340,
2015-02-02,14:40:14,15.684509,24.060361,
2015-02-02,14:40:24,15.663623,24.060357,
2015-02-02,14:40:35,15.723514,24.060673,